Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency
PARWINDER SINGH,Independent,4494.0,3,4497.0,0.39,Punjab,Bathinda
PALA RAM,Independent,3428.0,7,3435.0,0.3,Punjab,Bathinda
BHAGWANT SINGH SAMAON,Independent,3372.0,16,3388.0,0.29,Punjab,Bathinda
GURMEET SINGH,Independent,3072.0,10,3082.0,0.27,Punjab,Bathinda
JASVIR SINGH BATHINDA,Aazad Samaj Party (Kanshi Ram),3039.0,106,3145.0,0.27,Punjab,Bathinda
GURPREET SINGH URF PREET GHAINT,Jan Sewa Driver Party,2619.0,9,2628.0,0.23,Punjab,Bathinda
GURBARN SINGH,Independent,1618.0,9,1627.0,0.14,Punjab,Bathinda
NAIB SINGH,Bharatheeya Jawan Kisan Party,1593.0,8,1601.0,0.14,Punjab,Bathinda
KULWANT SINGH,Independent,1172.0,10,1182.0,0.1,Punjab,Bathinda
AMANDEEP SINGH,Independent,1146.0,2,1148.0,0.1,Punjab,Bathinda
POONAM RANI,Nationalist Justice Party,1060.0,4,1064.0,0.09,Punjab,Bathinda
NOTA,None of the Above,4818.0,115,4933.0,0.43,Punjab,Bathinda
SARABJEET SINGH KHALSA,Independent,296922.0,1140,298062.0,29.38,Punjab,Faridkot
KARAMJIT SINGH ANMOL,Aam Aadmi Party,226676.0,1333,228009.0,22.48,Punjab,Faridkot
AMARJIT KAUR SAHOKE,Indian National Congress,159352.0,1005,160357.0,15.81,Punjab,Faridkot
RAJWINDER SINGH DHARAMKOT,Shiromani Akali Dal,137776.0,475,138251.0,13.63,Punjab,Faridkot
HANS RAJ HANS,Bharatiya Janata Party,123007.0,526,123533.0,12.18,Punjab,Faridkot
GURCHARAN SINGH MANN,Communist Party of India,14935.0,15,14950.0,1.47,Punjab,Faridkot
GURBAKSH SINGH CHAUHAN,Bahujan Samaj Party,8129.0,81,8210.0,0.81,Punjab,Faridkot
AVTAR SINGH SAHOTA,Independent,4155.0,5,4160.0,0.41,Punjab,Faridkot
KIKKAR SINGH DHALIWAL,Independent,3514.0,3,3517.0,0.35,Punjab,Faridkot
KARAM SINGH MALUKA,Independent,2859.0,3,2862.0,0.28,Punjab,Faridkot
RUPINDER SINGH KOHARWALA,Nationalist Justice Party,2672.0,5,2677.0,0.26,Punjab,Faridkot
BALDEV SINGH GAGRA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),2367.0,28,2395.0,0.24,Punjab,Faridkot
NIRMAL SINGH RAJEANA,Independent,2287.0,2,2289.0,0.23,Punjab,Faridkot
BADAL SINGH BHALOOR,Bhartiya Rashtriya Dal,2027.0,1,2028.0,0.2,Punjab,Faridkot
RAJ KUMAR CHAUHAN,Independent,1958.0,3,1961.0,0.19,Punjab,Faridkot
OM PARKASH BANKA,Independent,1947.0,3,1950.0,0.19,Punjab,Faridkot
CAPTAIN BAHADUR SINGH,Independent,1632.0,8,1640.0,0.16,Punjab,Faridkot
MEJOR SINGH BHATTI,Jan Sewa Driver Party,1605.0,7,1612.0,0.16,Punjab,Faridkot
SUKHBIR SINGH BABBAL BHATTI,Rashtriya Republican Party,1526.0,4,1530.0,0.15,Punjab,Faridkot
GURMEET SINGH,Independent,1419.0,1,1420.0,0.14,Punjab,Faridkot
AMRIK SINGH,Independent,1411.0,3,1414.0,0.14,Punjab,Faridkot
MANPREET SHANT,Independent,1376.0,1,1377.0,0.14,Punjab,Faridkot
PREM LAL,Democratic Bharatiya Samaj Party,1165.0,,1165.0,0.11,Punjab,Faridkot
PARGAT SINGH RAJEANA,Apna Samaj Party,1128.0,3,1131.0,0.11,Punjab,Faridkot
JASWANT RAI RAJORA,Independent,1042.0,5,1047.0,0.1,Punjab,Faridkot
DR DEV INDER GAGALANI,Republican Party of India,1035.0,5,1040.0,0.1,Punjab,Faridkot
PRITAM SINGH,Bahujan Mukti Party,927.0,12,939.0,0.09,Punjab,Faridkot
KULWANT KAUR,Sanjhi Virasat Party,785.0,1,786.0,0.08,Punjab,Faridkot
NOTA,None of the Above,4077.0,66,4143.0,0.41,Punjab,Faridkot
AMAR SINGH,Indian National Congress,331324.0,1267,332591.0,34.14,Punjab,Fatehgarh Sahib
GURPREET SINGH GP,Aam Aadmi Party,297439.0,950,298389.0,30.63,Punjab,Fatehgarh Sahib
GEJJA RAM,Bharatiya Janata Party,127139.0,382,127521.0,13.09,Punjab,Fatehgarh Sahib
BIKRAMJIT SINGH KHALSA,Shiromani Akali Dal,126461.0,269,126730.0,13.01,Punjab,Fatehgarh Sahib
RAJ JATINDER SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),43543.0,101,43644.0,4.48,Punjab,Fatehgarh Sahib
KULWANT SINGH,Bahujan Samaj Party,20786.0,106,20892.0,2.14,Punjab,Fatehgarh Sahib
PREM SINGH MOHANPUR,Independent,3784.0,8,3792.0,0.39,Punjab,Fatehgarh Sahib
BAHAL SINGH,Aazad Samaj Party (Kanshi Ram),3097.0,7,3104.0,0.32,Punjab,Fatehgarh Sahib
PARAMJIT SINGH,Independent,2159.0,8,2167.0,0.22,Punjab,Fatehgarh Sahib
RULDA SINGH,Independent,1971.0,6,1977.0,0.2,Punjab,Fatehgarh Sahib
PARKASH PETER,Independent,1463.0,2,1465.0,0.15,Punjab,Fatehgarh Sahib
HARJINDER SINGH,Independent,1158.0,8,1166.0,0.12,Punjab,Fatehgarh Sahib
KAMALJEET KAUR,Independent,888.0,11,899.0,0.09,Punjab,Fatehgarh Sahib
HARGOBIND SINGH,Independent,722.0,9,731.0,0.08,Punjab,Fatehgarh Sahib
NOTA,None of the Above,9097.0,91,9188.0,0.94,Punjab,Fatehgarh Sahib
SHER SINGH GHUBAYA,Indian National Congress,264712.0,1914,266626.0,23.7,Punjab,Firozpur
JAGDEEP SINGH KAKA BRAR,Aam Aadmi Party,261273.0,2111,263384.0,23.41,Punjab,Firozpur
GURMIT SINGH SODHI,Bharatiya Janata Party,253841.0,1256,255097.0,22.67,Punjab,Firozpur
NARDEV SINGH BOBBY MANN,Shiromani Akali Dal,252327.0,1318,253645.0,22.54,Punjab,Firozpur
GURCHARAN SINGH BHULLAR,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),15836.0,105,15941.0,1.42,Punjab,Firozpur
FOJI ANGREJ SINGH WARWAL,Independent,9435.0,43,9478.0,0.84,Punjab,Firozpur
SURINDER KAMBOJ,Bahujan Samaj Party,8347.0,86,8433.0,0.75,Punjab,Firozpur
JASKARAN SINGH KAHAN SINGH WALA,Independent,6480.0,55,6535.0,0.58,Punjab,Firozpur
SUKHDEV SINGH,Independent,4597.0,2,4599.0,0.41,Punjab,Firozpur
SAHIL MONGA,Independent,3705.0,19,3724.0,0.33,Punjab,Firozpur
PRITAM SINGH,Independent,3030.0,1,3031.0,0.27,Punjab,Firozpur
GURPREET SINGH,Independent,2894.0,3,2897.0,0.26,Punjab,Firozpur
ARWINDER SINGH,Independent,2556.0,14,2570.0,0.23,Punjab,Firozpur
DEEPAK KUMAR DEEP DASHANAND,Independent,2435.0,1,2436.0,0.22,Punjab,Firozpur
RAJ,Independent,2428.0,4,2432.0,0.22,Punjab,Firozpur
PREM CHAND BOONGI,Punjab National Party,1944.0,3,1947.0,0.17,Punjab,Firozpur
AJIT SINGH,Rashtriya Republican Party,1609.0,6,1615.0,0.14,Punjab,Firozpur
SURINDER KUMAR BANSAL,Independent,1537.0,3,1540.0,0.14,Punjab,Firozpur
HARPREET SINGH,Independent,1531.0,7,1538.0,0.14,Punjab,Firozpur
KULDEEP SINGH,India Praja Bandhu Party,1484.0,6,1490.0,0.13,Punjab,Firozpur
BALWINDER SINGH CHOHAN,Jan Sewa Driver Party,1366.0,1,1367.0,0.12,Punjab,Firozpur
BALWINDER SINGH,Republican Party of India (Athawale),1364.0,,1364.0,0.12,Punjab,Firozpur
GURCHARAN SINGH,Independent,1338.0,4,1342.0,0.12,Punjab,Firozpur
UMESH KUMAR,Independent,1319.0,1,1320.0,0.12,Punjab,Firozpur
BALWANT SINGH SAMMEWALI,Nationalist Justice Party,1148.0,4,1152.0,0.1,Punjab,Firozpur
MOHAN SINGH,Independent,1075.0,3,1078.0,0.1,Punjab,Firozpur
JASKARAN SINGH SIDHU,Independent,970.0,1,971.0,0.09,Punjab,Firozpur
JASWANT SINGH KHATRI,Independent,820.0,1,821.0,0.07,Punjab,Firozpur
CHAMKAUR SINGH,Independent,638.0,4,642.0,0.06,Punjab,Firozpur
NOTA,None of the Above,5895.0,205,6100.0,0.54,Punjab,Firozpur
SUKHJINDER SINGH RANDHAWA,Indian National Congress,361713.0,2330,364043.0,33.78,Punjab,Gurdaspur
DINESH SINGH BABBU,Bharatiya Janata Party,278701.0,2481,281182.0,26.09,Punjab,Gurdaspur
AMANSHER SINGH (SHERY KALSI),Aam Aadmi Party,275416.0,1836,277252.0,25.72,Punjab,Gurdaspur
DR. DALJIT SINGH CHEEMA,Shiromani Akali Dal,85194.0,306,85500.0,7.93,Punjab,Gurdaspur
GURINDER SINGH BAJWA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),25425.0,340,25765.0,2.39,Punjab,Gurdaspur
SANT SEWAK,Independent,5950.0,2,5952.0,0.55,Punjab,Gurdaspur
RAJ KUMAR,Bahujan Samaj Party,4859.0,71,4930.0,0.46,Punjab,Gurdaspur
SANTOSH KAUR,Independent,4733.0,5,4738.0,0.44,Punjab,Gurdaspur
SAMUEL SONI,Independent,4427.0,13,4440.0,0.41,Punjab,Gurdaspur
SURJIT SINGH,Independent,3372.0,1,3373.0,0.31,Punjab,Gurdaspur
SANJEEV SINGH,Independent,2172.0,6,2178.0,0.2,Punjab,Gurdaspur
SURINDER SINGH,Independent,1775.0,7,1782.0,0.17,Punjab,Gurdaspur
GURPREET KAUR BAJWA,Independent,1688.0,21,1709.0,0.16,Punjab,Gurdaspur
SANJEEV MANHAS,Independent,1634.0,1,1635.0,0.15,Punjab,Gurdaspur
ROBI MASIH,Independent,1509.0,2,1511.0,0.14,Punjab,Gurdaspur
SANTOSH KUMARI,Megh Desham Party,1171.0,23,1194.0,0.11,Punjab,Gurdaspur
RAMESH KUMAR TOLLA,Bharatheeya Jawan Kisan Party,1085.0,13,1098.0,0.1,Punjab,Gurdaspur
AMIT AGGARWAL,Independent,920.0,4,924.0,0.09,Punjab,Gurdaspur
TARSEM MASIH SAHOTA,Independent,878.0,7,885.0,0.08,Punjab,Gurdaspur
TILAK RAJ,Independent,802.0,3,805.0,0.07,Punjab,Gurdaspur
RANJODH SINGH,Jan Sewa Driver Party,776.0,13,789.0,0.07,Punjab,Gurdaspur
I.S.GULATI,Independent,696.0,3,699.0,0.06,Punjab,Gurdaspur
RAMESH LAL,National Republic Party Of India,653.0,4,657.0,0.06,Punjab,Gurdaspur
JAGDISH MASIH,Independent,545.0,1,546.0,0.05,Punjab,Gurdaspur
JATINDER KUMAR SHARMA,Bhartiya Rashtriya Dal,456.0,5,461.0,0.04,Punjab,Gurdaspur
DARBARA SINGH,Nationalist Justice Party,415.0,9,424.0,0.04,Punjab,Gurdaspur
NOTA,None of the Above,3289.0,65,3354.0,0.31,Punjab,Gurdaspur
DR. RAJ KUMAR CHABBEWAL,Aam Aadmi Party,302402.0,1457,303859.0,32.04,Punjab,Hoshiarpur
YAMINI GOMAR,Indian National Congress,257936.0,1812,259748.0,27.39,Punjab,Hoshiarpur
ANITA SOM PARKASH,Bharatiya Janata Party,198576.0,1418,199994.0,21.09,Punjab,Hoshiarpur
SOHAN SINGH THANDAL,Shiromani Akali Dal,91503.0,286,91789.0,9.68,Punjab,Hoshiarpur
RANJIT KUMAR,Bahujan Samaj Party,47975.0,239,48214.0,5.08,Punjab,Hoshiarpur
JASWANT SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),20680.0,243,20923.0,2.21,Punjab,Hoshiarpur
JEEVAN SINGH TAMIL,Bahujan Dravida Party,4607.0,14,4621.0,0.49,Punjab,Hoshiarpur
ROHIT KUMAR TINKU,Independent,2417.0,2,2419.0,0.26,Punjab,Hoshiarpur
RAJESH,Democratic Bharatiya Samaj Party,2330.0,6,2336.0,0.25,Punjab,Hoshiarpur
SONU SINGH PHAGWARA,Independent,1871.0,13,1884.0,0.2,Punjab,Hoshiarpur
DAVINDER SINGH,Independent,1584.0,33,1617.0,0.17,Punjab,Hoshiarpur
HARDEEP SINGH,Nationalist Justice Party,1403.0,22,1425.0,0.15,Punjab,Hoshiarpur
RAJPAL NADALI,Bahujan Mukti Party,1138.0,2,1140.0,0.12,Punjab,Hoshiarpur
BHIMRAO YASHWANT AMBEDKAR,Global Republican Party,1034.0,7,1041.0,0.11,Punjab,Hoshiarpur
SATPAL,Independent,978.0,15,993.0,0.1,Punjab,Hoshiarpur
DAVINDER KUMAR SAROYA,Samaj Bhalai Morcha,923.0,7,930.0,0.1,Punjab,Hoshiarpur
NOTA,None of the Above,5453.0,99,5552.0,0.59,Punjab,Hoshiarpur
CHARANJIT SINGH CHANNI,Indian National Congress,389509.0,544,390053.0,39.43,Punjab,Jalandhar
SUSHIL KUMAR RINKU,Bharatiya Janata Party,213702.0,358,214060.0,21.64,Punjab,Jalandhar
PAWAN KUMAR TINU,Aam Aadmi Party,208549.0,340,208889.0,21.12,Punjab,Jalandhar
MOHINDER SINGH KAYPEE,Shiromani Akali Dal,67811.0,100,67911.0,6.87,Punjab,Jalandhar
ADVOCATE BALWINDER KUMAR,Bahujan Samaj Party,64856.0,85,64941.0,6.57,Punjab,Jalandhar
SARABJIT SINGH KHALSA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),19252.0,32,19284.0,1.95,Punjab,Jalandhar
MASTER PARSHOTAM LAL BILGA,Communist Party of India (Marxist),5948.0,10,5958.0,0.6,Punjab,Jalandhar
IQBAL CHAND MATTU,Independent,1956.0,,1956.0,0.2,Punjab,Jalandhar
NEETU SHATTRA WALA,Independent,1878.0,1,1879.0,0.19,Punjab,Jalandhar
AMRISH BHAGAT,Independent,1183.0,1,1184.0,0.12,Punjab,Jalandhar
GURDEEP SINGH BITTU,Independent,1112.0,1,1113.0,0.11,Punjab,Jalandhar
RAJ KUMAR SAQI,Peoples Party of India (Democratic),1087.0,1,1088.0,0.11,Punjab,Jalandhar
SONIA,Republican Party of India (Athawale),1054.0,1,1055.0,0.11,Punjab,Jalandhar
RAJWANT KAUR KHALSA,Apna Samaj Party,948.0,4,952.0,0.1,Punjab,Jalandhar
BHAGAT GULSHAN AZAAD,Democratic Bharatiya Samaj Party,929.0,1,930.0,0.09,Punjab,Jalandhar
RAMESH LAL KALA,Independent,875.0,1,876.0,0.09,Punjab,Jalandhar
ASHOK KUMAR JAKHU,Independent,742.0,1,743.0,0.08,Punjab,Jalandhar
BAL MUKAND BAWRA,Global Republican Party,587.0,4,591.0,0.06,Punjab,Jalandhar
PARAMJIT KAUR TEJI,Independent,500.0,,500.0,0.05,Punjab,Jalandhar
TARACHAND SHEELA,Loktantrik Lok Rajyam Party,400.0,1,401.0,0.04,Punjab,Jalandhar
NOTA,None of the Above,4724.0,19,4743.0,0.48,Punjab,Jalandhar
AMRITPAL SINGH,Independent,402600.0,1830,404430.0,38.62,Punjab,Khadoor Sahib
KULBIR SINGH ZIRA,Indian National Congress,206286.0,1024,207310.0,19.8,Punjab,Khadoor Sahib
LALJIT SINGH BHULLAR,Aam Aadmi Party,194160.0,676,194836.0,18.61,Punjab,Khadoor Sahib
VIRSA SINGH VALTOHA,Shiromani Akali Dal,86291.0,125,86416.0,8.25,Punjab,Khadoor Sahib
MANJIT SINGH MANNA,Bharatiya Janata Party,85810.0,563,86373.0,8.25,Punjab,Khadoor Sahib
PARAMJIT SINGH,Independent,12522.0,3,12525.0,1.2,Punjab,Khadoor Sahib
CHAIN SINGH BAINKA,Aas Punjab Party,6728.0,11,6739.0,0.64,Punjab,Khadoor Sahib
SATNAM SINGH,Bahujan Samaj Party,5021.0,45,5066.0,0.48,Punjab,Khadoor Sahib
SARABJIT SINGH,Independent,4835.0,1,4836.0,0.46,Punjab,Khadoor Sahib
GURDIAL SINGH,Communist Party of India,3945.0,7,3952.0,0.38,Punjab,Khadoor Sahib
ANOKH SINGH KATWAL,Independent,2766.0,3,2769.0,0.26,Punjab,Khadoor Sahib
GURPREET SINGH,Independent,2609.0,,2609.0,0.25,Punjab,Khadoor Sahib
AJIT SINGH,Independent,2528.0,7,2535.0,0.24,Punjab,Khadoor Sahib
ARUN KUMAR,Independent,2522.0,3,2525.0,0.24,Punjab,Khadoor Sahib
SURJIT SINGH BHIKHIWIND,Independent,2367.0,4,2371.0,0.23,Punjab,Khadoor Sahib
KAWALJIT SINGH,Independent,2290.0,4,2294.0,0.22,Punjab,Khadoor Sahib
HARJINDER SINGH,Independent,1969.0,1,1970.0,0.19,Punjab,Khadoor Sahib
KANWALJIT SINGH,Independent,1895.0,6,1901.0,0.18,Punjab,Khadoor Sahib
PARMINDER SINGH,Independent,1802.0,1,1803.0,0.17,Punjab,Khadoor Sahib
JASWANT SINGH SOHAL,Independent,1637.0,2,1639.0,0.16,Punjab,Khadoor Sahib
LAKHBIR SINGH,Independent,1420.0,1,1421.0,0.14,Punjab,Khadoor Sahib
VIKRAMJIT SINGH,Independent,1417.0,3,1420.0,0.14,Punjab,Khadoor Sahib
VIJAY KUMAR,Independent,1388.0,,1388.0,0.13,Punjab,Khadoor Sahib
DILBAGH SINGH,All India Mazdoor Party (Rangreta),1363.0,11,1374.0,0.13,Punjab,Khadoor Sahib
SIMRANJEET SINGH,Independent,1338.0,3,1341.0,0.13,Punjab,Khadoor Sahib
MAHINDER SINGH HAMIRA,Independent,1044.0,2,1046.0,0.1,Punjab,Khadoor Sahib
NAVEEN KUMAR SHARMA,Sanjhi Virasat Party,823.0,1,824.0,0.08,Punjab,Khadoor Sahib
NOTA,None of the Above,3420.0,32,3452.0,0.33,Punjab,Khadoor Sahib
AMRINDER SINGH RAJA WARRING,Indian National Congress,321424.0,800,322224.0,30.42,Punjab,Ludhiana
RAVNEET SINGH BITTU,Bharatiya Janata Party,300927.0,355,301282.0,28.45,Punjab,Ludhiana
ASHOK PRASHAR PAPPI,Aam Aadmi Party,236620.0,457,237077.0,22.38,Punjab,Ludhiana
RANJIT SINGH DHILLON,Shiromani Akali Dal,90073.0,147,90220.0,8.52,Punjab,Ludhiana
KAMALJIT SINGH BRAR,Independent,42462.0,38,42500.0,4.01,Punjab,Ludhiana
AMRITPAL SINGH CHHANDRAN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),18199.0,42,18241.0,1.72,Punjab,Ludhiana
DAVINDER SINGH RAMGARHIA,Bahujan Samaj Party,10365.0,29,10394.0,0.98,Punjab,Ludhiana
NARESH DHINGAAN,Independent,2524.0,6,2530.0,0.24,Punjab,Ludhiana
RAKESH KUMAR (RICKY),Sunahara Bharat Party,2091.0,,2091.0,0.2,Punjab,Ludhiana
ER. BALDEV RAJ KATNA (DEBI),Independent,2086.0,,2086.0,0.2,Punjab,Ludhiana
PRITPAL SINGH,Bahujan Dravida Party,1821.0,3,1824.0,0.17,Punjab,Ludhiana
DR. PALWINDER KAUR,Independent,1766.0,2,1768.0,0.17,Punjab,Ludhiana
SANJEEV KUMAR (SANJU),Independent,1567.0,,1567.0,0.15,Punjab,Ludhiana
RAJIV KUMAR MEHRA,Jan Sewa Driver Party,1516.0,2,1518.0,0.14,Punjab,Ludhiana
BHUPINDER SINGH,Bharatheeya Jawan Kisan Party,1287.0,,1287.0,0.12,Punjab,Ludhiana
BALJIT SINGH,Independent,1137.0,1,1138.0,0.11,Punjab,Ludhiana
VIPAN KUMAR BATRA,Independent,1041.0,,1041.0,0.1,Punjab,Ludhiana
AMANDEEP SINGH,Sehajdhari Sikh Party,981.0,6,987.0,0.09,Punjab,Ludhiana
PARAMJIT SINGH,Independent,927.0,,927.0,0.09,Punjab,Ludhiana
BALVINDER SINGH BITTA,Independent,918.0,,918.0,0.09,Punjab,Ludhiana
SIMRANDEEP SINGH,Independent,911.0,1,912.0,0.09,Punjab,Ludhiana
DEVINDER BHAGRIA,Hindustan Shakti Sena,859.0,1,860.0,0.08,Punjab,Ludhiana
KANIYA LAL (DR. KISHAN KUMAR),Independent,820.0,,820.0,0.08,Punjab,Ludhiana
SUDHIR KUMAR TRIPATHI,Independent,770.0,,770.0,0.07,Punjab,Ludhiana
GURDEEP SINGH KAHLON,Independent,738.0,,738.0,0.07,Punjab,Ludhiana
DR. DEVINDER SINGH GILL,Aam Lok Party United,693.0,2,695.0,0.07,Punjab,Ludhiana
KIRPAL SINGH KAPURI,Independent,621.0,,621.0,0.06,Punjab,Ludhiana
SANTOSH KUMAR,Bharatiya Inqalab Party,610.0,,610.0,0.06,Punjab,Ludhiana
KAMAL PAWAR,Independent,592.0,,592.0,0.06,Punjab,Ludhiana
RAVINDER PAL SINGH BABA JI BARGAR WALE,Independent,546.0,2,548.0,0.05,Punjab,Ludhiana
GURMEET SINGH KHARAY,Independent,516.0,1,517.0,0.05,Punjab,Ludhiana
RUPINDER KUMAR,Independent,467.0,,467.0,0.04,Punjab,Ludhiana
CHANDI,Independent,456.0,,456.0,0.04,Punjab,Ludhiana
BALDEV SINGH SUMAN,Independent,450.0,,450.0,0.04,Punjab,Ludhiana
JAI - PARKASH JAIN (TITU BANIYA),Independent,419.0,,419.0,0.04,Punjab,Ludhiana
SHIVAM YADAV,Global Republican Party,414.0,1,415.0,0.04,Punjab,Ludhiana
HARVINDER KAUR,Samajik Sangharsh Party,413.0,6,419.0,0.04,Punjab,Ludhiana
BHOLA SINGH,Independent,411.0,,411.0,0.04,Punjab,Ludhiana
DARSHAN SINGH DABA,Nationalist Justice Party,390.0,,390.0,0.04,Punjab,Ludhiana
KULDEEP KUMAR SHARMA,Independent,383.0,,383.0,0.04,Punjab,Ludhiana
VISHAL KUMAR ARORA,Independent,344.0,,344.0,0.03,Punjab,Ludhiana
KARNAIL SINGH,Independent,340.0,,340.0,0.03,Punjab,Ludhiana
RAJINDER GHAI,Independent,284.0,,284.0,0.03,Punjab,Ludhiana
NOTA,None of the Above,5040.0,36,5076.0,0.48,Punjab,Ludhiana
DR DHARAMVIRA GANDHI,Indian National Congress,304672.0,944,305616.0,26.54,Punjab,Patiala
DR BALBIR SINGH,Aam Aadmi Party,290085.0,700,290785.0,25.25,Punjab,Patiala
PRENEET KAUR,Bharatiya Janata Party,288470.0,528,288998.0,25.09,Punjab,Patiala
N K SHARMA,Shiromani Akali Dal,153780.0,198,153978.0,13.37,Punjab,Patiala
PROF MOHINDER PAL SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),47152.0,122,47274.0,4.1,Punjab,Patiala
JAGJIT SINGH CHHARBAR,Bahujan Samaj Party,22334.0,66,22400.0,1.94,Punjab,Patiala
ARVINDER KUMAR,Independent,3808.0,4,3812.0,0.33,Punjab,Patiala
JAGDISH KUMAR,Independent,3236.0,3,3239.0,0.28,Punjab,Patiala
SUKHVINDER SINGH,Independent,2885.0,9,2894.0,0.25,Punjab,Patiala
JODH SINGH PARMAR KAULI,Independent,2795.0,,2795.0,0.24,Punjab,Patiala
DEVINDER RAJPUT,Bharatheeya Jawan Kisan Party,2302.0,9,2311.0,0.2,Punjab,Patiala
NEERAJ KUMAR NANNA,Independent,2299.0,3,2302.0,0.2,Punjab,Patiala
PARAMJIT SINGH S/O TARLOCHAN SINGH,Independent,2264.0,3,2267.0,0.2,Punjab,Patiala
AMARJIT SINGH JAGDE RAHO,Jan Janwadi Party,1981.0,11,1992.0,0.17,Punjab,Patiala
RANJIT SINGH,Akhil Bhartiya Parivar Party,1964.0,3,1967.0,0.17,Punjab,Patiala
GURBACHAN SINGH,Independent,1589.0,5,1594.0,0.14,Punjab,Patiala
PARAMJIT SINGH S/O BHAGWAN SINGH,Independent,1565.0,4,1569.0,0.14,Punjab,Patiala
VISHAL SHARMA,Independent,1474.0,1,1475.0,0.13,Punjab,Patiala
LABH SINGH PAL,Independent,1443.0,,1443.0,0.13,Punjab,Patiala
CHAMKILA SINGH,Independent,1225.0,3,1228.0,0.11,Punjab,Patiala
KRISHAN KUMAR GABA,Hindustan Shakti Sena,1000.0,8,1008.0,0.09,Punjab,Patiala
MANDEEP SINGH,Revolutionary Socialist Party,970.0,3,973.0,0.08,Punjab,Patiala
MAKHAN SINGH,Independent,904.0,3,907.0,0.08,Punjab,Patiala
DIMPLE,Independent,846.0,4,850.0,0.07,Punjab,Patiala
BINDER KAUR,Independent,707.0,4,711.0,0.06,Punjab,Patiala
MANOJ KUMAR,Independent,674.0,,674.0,0.06,Punjab,Patiala
NOTA,None of the Above,6641.0,40,6681.0,0.58,Punjab,Patiala
GURMEET SINGH MEET HAYER,Aam Aadmi Party,362791.0,1294,364085.0,36.06,Punjab,Sangrur
SUKHPAL SINGH KHAIRA,Indian National Congress,190209.0,1316,191525.0,18.97,Punjab,Sangrur
SIMRANJIT SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),186543.0,703,187246.0,18.55,Punjab,Sangrur
ARVIND KHANNA,Bharatiya Janata Party,127781.0,472,128253.0,12.7,Punjab,Sangrur
IQBAL SINGH JHUNDAN,Shiromani Akali Dal,62265.0,223,62488.0,6.19,Punjab,Sangrur
MAKHAN SINGH,Bahujan Samaj Party,37604.0,127,37731.0,3.74,Punjab,Sangrur
PARDEEP KUMAR,Apni Ekta Party,5131.0,8,5139.0,0.51,Punjab,Sangrur
HARBHAJAN SINGH,Aazad Samaj Party (Kanshi Ram),3417.0,14,3431.0,0.34,Punjab,Sangrur
SUKHWINDER SINGH,Independent,3225.0,,3225.0,0.32,Punjab,Sangrur
BALWINDER SINGH SEKHON,Independent,2562.0,10,2572.0,0.25,Punjab,Sangrur
BALWINDER SINGH,Independent,2284.0,4,2288.0,0.23,Punjab,Sangrur
JASWANT SINGH,Independent,2222.0,2,2224.0,0.22,Punjab,Sangrur
PAPPU KUMAR,Independent,1826.0,1,1827.0,0.18,Punjab,Sangrur
KRISHAN DEV,Punjab National Party,1803.0,12,1815.0,0.18,Punjab,Sangrur
AMANPREET SINGH,Independent,1686.0,7,1693.0,0.17,Punjab,Sangrur
RANGI KHAN,Aam Janta Party (India),1578.0,3,1581.0,0.16,Punjab,Sangrur
JILE SINGH,Bhartiya Jan Samman Party,1546.0,2,1548.0,0.15,Punjab,Sangrur
KAMAL KUMAR VERMA (BHASAUR),"Adarsh Janta Party,",1376.0,,1376.0,0.14,Punjab,Sangrur
CHANNVEER SINGH,Independent,1281.0,2,1283.0,0.13,Punjab,Sangrur
JAGTAR SINGH,Nationalist Justice Party,1224.0,1,1225.0,0.12,Punjab,Sangrur
VIJAY SYAL,Independent,1144.0,1,1145.0,0.11,Punjab,Sangrur
HARPREET KAUR,India Greens Party,1095.0,10,1105.0,0.11,Punjab,Sangrur
RAJA SINGH,Independent,1037.0,3,1040.0,0.1,Punjab,Sangrur
NOTA,None of the Above,3773.0,47,3820.0,0.38,Punjab,Sangrur
BHAGIRATH CHOUDHARY,Bharatiya Janata Party,741151.0,6311,747462.0,62.23,Rajasthan,AJMER
RAMCHANDRA CHOUDHARY,Indian National Congress,413685.0,3786,417471.0,34.76,Rajasthan,AJMER
RAMDEV,Bahujan Samaj Party,4896.0,48,4944.0,0.41,Rajasthan,AJMER
SURENDRA SINGH RANAVAT,Independent,4348.0,25,4373.0,0.36,Rajasthan,AJMER
MUKESH GENA,Bharatiya Yuva Jan Ekta Party,3187.0,9,3196.0,0.27,Rajasthan,AJMER
JITENDRA BOYAT,Aazad Samaj Party (Kanshi Ram),2608.0,25,2633.0,0.22,Rajasthan,AJMER
SATYANARAYAN MALI,Independent,2409.0,11,2420.0,0.2,Rajasthan,AJMER
